HITId,WorkerId,batch,variable,value,English,country,answer
adjH194,adjS95,1,Input.id_26,filler_1_11,TRUE,TRUE,9
adjH76,adjS29,1,Input.id_26,orange-twenty-belts-sent-objects-2,TRUE,TRUE,3
adjH86,adjS134,1,Input.id_26,incredible-twenty-movies-sent-art-1,TRUE,TRUE,10
adjH147,adjS174,1,Input.id_26,paltry-three-acts-sent-unitlike-2,TRUE,TRUE,8
adjH168,adjS90,1,Input.id_26,lovely-twenty-paragraphs-sent-unitlike-1,TRUE,TRUE,8
adjH90,adjS190,1,Input.id_26,filler_0_17,TRUE,TRUE,1
adjH8,adjS112,1,Input.id_26,filler_1_10,TRUE,TRUE,6
adjH31,adjS4,1,Input.id_26,meager-twenty-meals-sent-unitlike-0,TRUE,TRUE,5
adjH106,adjS36,1,Input.id_26,filler_1_4,TRUE,TRUE,3
adjH177,adjS138,1,Input.id_26,filler_1_4,TRUE,TRUE,6
adjH83,adjS148,1,Input.id_26,filler_1_5,TRUE,TRUE,10
adjH114,adjS129,1,Input.id_26,ugly-twenty-operas-sent-art-0,TRUE,TRUE,10
adjH67,adjS68,1,Input.id_26,ugly-five-blocks-sent-distance-1,TRUE,TRUE,5
adjH188,adjS177,1,Input.id_26,mediocre-three-weeks-sent-temporal-1,TRUE,TRUE,9
adjH32,adjS75,1,Input.id_26,filler_1_11,TRUE,TRUE,10
adjH91,adjS66,1,Input.id_26,graceful-twenty-pianists-sent-human-0,TRUE,TRUE,10
adjH6,adjS116,1,Input.id_26,filler_0_3,TRUE,TRUE,2
adjH97,adjS65,1,Input.id_26,disappointing-five-months-sent-temporal-2,TRUE,TRUE,9
adjH138,adjS55,1,Input.id_26,filler_1_5,TRUE,TRUE,10
adjH49,adjS97,1,Input.id_26,astonishing-five-acts-sent-unitlike-1,TRUE,TRUE,6
adjH163,adjS40,1,Input.id_26,filler_0_16,TRUE,TRUE,5
adjH51,adjS105,1,Input.id_26,filler_1_11,TRUE,TRUE,10
adjH128,adjS119,1,Input.id_26,hefty-three-yards-sent-distance-0,TRUE,TRUE,8
adjH36,adjS96,1,Input.id_26,large-five-pianists-sent-human-0,TRUE,TRUE,3
adjH52,adjS12,1,Input.id_26,filler_1_5,TRUE,TRUE,1
adjH68,adjS22,1,Input.id_26,filler_1_4,TRUE,TRUE,7
adjH160,adjS81,1,Input.id_26,fancy-three-pianists-sent-human-2,TRUE,TRUE,2
adjH142,adjS72,1,Input.id_26,filler_1_10,TRUE,TRUE,5
adjH116,adjS103,1,Input.id_26,unsatisfying-three-acts-sent-unitlike-0,TRUE,TRUE,8
adjH109,adjS157,1,Input.id_26,enchanting-three-hours-sent-temporal-1,TRUE,TRUE,8
adjH56,adjS171,1,Input.id_26,filler_0_15,TRUE,TRUE,1
adjH10,adjS127,1,Input.id_26,lovely-five-marbles-sent-objects-0,TRUE,TRUE,3
adjH45,adjS11,1,Input.id_26,uninviting-three-meters-sent-distance-1,TRUE,TRUE,5
adjH30,adjS147,1,Input.id_26,filler_0_2,TRUE,TRUE,1
adjH196,adjS118,1,Input.id_26,filler_0_16,TRUE,TRUE,8
adjH2,adjS107,1,Input.id_26,yellow-twenty-desks-sent-objects-0,TRUE,TRUE,3
adjH113,adjS23,1,Input.id_26,filler_1_9,TRUE,TRUE,10
adjH93,adjS125,1,Input.id_26,devastating-five-bankers-sent-human-2,TRUE,FALSE,5
adjH48,adjS198,1,Input.id_26,substantial-five-athletes-sent-human-0,TRUE,TRUE,8
adjH181,adjS145,1,Input.id_26,substantial-five-movies-sent-art-0,TRUE,TRUE,8
adjH94,adjS39,1,Input.id_26,filler_1_9,TRUE,TRUE,10
adjH12,adjS42,1,Input.id_26,haunting-three-meters-sent-distance-1,TRUE,TRUE,8
adjH104,adjS192,1,Input.id_26,filler_0_2,TRUE,TRUE,3
adjH170,adjS10,1,Input.id_26,charming-five-pianists-sent-human-2,TRUE,NA,10
adjH185,adjS130,1,Input.id_26,remarkable-three-books-sent-art-1,TRUE,TRUE,4
adjH120,adjS121,1,Input.id_26,haunting-twenty-months-sent-temporal-0,TRUE,TRUE,10
adjH35,adjS142,1,Input.id_26,paltry-five-operas-sent-art-0,TRUE,TRUE,1
adjH172,adjS38,1,Input.id_26,filler_0_6,TRUE,TRUE,2
adjH95,adjS84,1,Input.id_26,extra-three-paintings-sent-art-2,FALSE,FALSE,10
adjH125,adjS47,1,Input.id_26,large-five-students-sent-human-2,TRUE,TRUE,5
adjH133,adjS153,1,Input.id_26,disgusting-three-paragraphs-sent-unitlike-1,TRUE,TRUE,10
adjH23,adjS146,1,Input.id_26,devastating-five-years-sent-temporal-0,TRUE,TRUE,10
adjH107,adjS2,1,Input.id_26,filler_1_12,TRUE,TRUE,10
adjH5,adjS185,1,Input.id_26,paltry-twenty-yards-sent-distance-2,TRUE,TRUE,9
adjH198,adjS93,1,Input.id_26,paltry-five-pianists-sent-human-1,TRUE,TRUE,7
adjH197,adjS15,1,Input.id_26,filler_0_18,TRUE,TRUE,7
adjH137,adjS135,1,Input.id_26,remarkable-three-pianists-sent-human-1,TRUE,TRUE,10
adjH55,adjS133,1,Input.id_26,filler_1_1,TRUE,TRUE,10
adjH152,adjS44,1,Input.id_26,unsatisfying-twenty-meters-sent-distance-2,TRUE,TRUE,8
adjH193,adjS14,1,Input.id_26,filler_1_1,TRUE,TRUE,10
adjH44,adjS120,1,Input.id_26,filler_0_7,TRUE,TRUE,2
adjH66,adjS144,1,Input.id_26,incredible-five-paintings-sent-art-1,TRUE,TRUE,9
adjH15,adjS3,1,Input.id_26,filler_0_16,TRUE,TRUE,3
adjH57,adjS194,1,Input.id_26,filler_1_9,TRUE,TRUE,10
adjH124,adjS108,1,Input.id_26,mediocre-twenty-forks-sent-objects-1,TRUE,TRUE,9
adjH74,adjS54,1,Input.id_26,filler_1_12,TRUE,TRUE,10
adjH123,adjS169,1,Input.id_26,filler_1_8,TRUE,TRUE,7
adjH156,adjS124,1,Input.id_26,charming-twenty-months-sent-temporal-1,TRUE,TRUE,7
adjH135,adjS88,1,Input.id_26,remarkable-twenty-operas-sent-art-0,FALSE,TRUE,10
adjH182,adjS166,1,Input.id_26,ugly-three-years-sent-temporal-0,TRUE,TRUE,9
adjH43,adjS164,1,Input.id_26,filler_0_16,FALSE,TRUE,7
adjH153,adjS45,1,Input.id_26,impressive-five-movies-sent-art-1,FALSE,TRUE,5
adjH101,adjS7,1,Input.id_26,haunting-three-blocks-sent-distance-1,TRUE,TRUE,7
adjH111,adjS106,1,Input.id_26,filler_1_1,FALSE,TRUE,10
adjH40,adjS59,1,Input.id_26,extra-five-meals-sent-unitlike-2,TRUE,TRUE,8
adjH139,adjS167,1,Input.id_26,filler_1_5,TRUE,TRUE,2
adjH17,adjS56,1,Input.id_26,orange-five-apples-sent-objects-2,TRUE,TRUE,1
adjH169,adjS173,1,Input.id_26,filler_0_17,TRUE,TRUE,1
adjH191,adjS16,1,Input.id_26,soothing-five-trays-sent-objects-1,TRUE,TRUE,8
adjH187,adjS63,1,Input.id_26,filler_0_14,TRUE,TRUE,5
adjH16,adjS158,1,Input.id_26,filler_1_8,TRUE,TRUE,10
adjH100,adjS70,1,Input.id_26,disgusting-three-meters-sent-distance-0,TRUE,TRUE,10
adjH192,adjS43,1,Input.id_26,filler_1_4,TRUE,TRUE,1
adjH88,adjS79,1,Input.id_26,filler_0_2,TRUE,TRUE,3
adjH200,adjS30,1,Input.id_26,large-twenty-actors-sent-human-0,TRUE,TRUE,2
adjH77,adjS1,1,Input.id_26,small-five-pianists-sent-human-0,TRUE,TRUE,6
adjH4,adjS19,1,Input.id_26,filler_1_12,TRUE,TRUE,10
adjH148,adjS126,1,Input.id_26,incredible-five-acts-sent-unitlike-1,TRUE,TRUE,6
adjH61,adjS184,1,Input.id_26,measly-twenty-paintings-sent-art-2,TRUE,TRUE,6
adjH178,adjS71,1,Input.id_26,filler_1_9,TRUE,TRUE,10
adjH38,adjS141,1,Input.id_26,filler_1_5,TRUE,TRUE,2
adjH92,adjS191,1,Input.id_26,filler_1_8,TRUE,TRUE,10
adjH158,adjS52,1,Input.id_26,haunting-three-shows-sent-art-0,TRUE,TRUE,6
adjH134,adjS89,1,Input.id_26,impressive-twenty-books-sent-art-2,TRUE,TRUE,2
adjH117,adjS152,1,Input.id_26,filler_1_4,TRUE,TRUE,8
adjH140,adjS41,1,Input.id_26,disappointing-twenty-operas-sent-art-1,TRUE,TRUE,8
adjH110,adjS122,1,Input.id_26,filler_0_18,TRUE,TRUE,1
adjH115,adjS5,1,Input.id_26,astonishing-five-paintings-sent-art-1,TRUE,TRUE,7
adjH118,adjS24,1,Input.id_26,filler_1_9,TRUE,TRUE,10
adjH47,adjS31,1,Input.id_26,filler_1_11,TRUE,TRUE,10
adjH73,adjS180,1,Input.id_26,filler_0_16,TRUE,TRUE,6
adjH71,adjS18,1,Input.id_26,staggering-five-forks-sent-objects-2,TRUE,TRUE,10
adjH25,adjS197,1,Input.id_26,unsatisfying-twenty-paragraphs-sent-unitlike-2,TRUE,TRUE,10
adjH85,adjS161,1,Input.id_26,filler_1_13,TRUE,TRUE,10
adjH184,adjS128,1,Input.id_26,small-five-apples-sent-objects-0,TRUE,TRUE,5
adjH166,adjS154,1,Input.id_26,filler_1_12,TRUE,TRUE,10
adjH28,adjS26,1,Input.id_26,measly-three-feet-sent-distance-1,TRUE,TRUE,10
adjH176,adjS140,1,Input.id_26,filler_0_18,TRUE,TRUE,1
adjH70,adjS114,1,Input.id_26,filler_0_15,TRUE,TRUE,4
adjH180,adjS27,1,Input.id_26,filler_0_18,TRUE,TRUE,3
adjH46,adjS53,1,Input.id_26,filler_0_7,TRUE,TRUE,1
adjH98,adjS17,1,Input.id_26,filler_0_2,TRUE,TRUE,2
adjH108,adjS115,1,Input.id_26,filler_0_2,FALSE,FALSE,1
adjH13,adjS78,1,Input.id_26,filler_1_12,TRUE,TRUE,10
adjH121,adjS94,1,Input.id_26,filler_0_7,FALSE,TRUE,3
adjH18,adjS187,1,Input.id_26,filler_0_7,TRUE,TRUE,2
adjH19,adjS46,1,Input.id_27,surprising-twenty-meters-sent-distance-0,TRUE,TRUE,10
adjH149,adjS61,1,Input.id_27,hideous-twenty-movies-sent-art-2,FALSE,FALSE,5
adjH174,adjS9,1,Input.id_27,filler_1_10,TRUE,TRUE,7
adjH1,adjS176,1,Input.id_27,filler_1_4,TRUE,TRUE,8
adjH167,adjS175,1,Input.id_27,meager-three-pages-sent-unitlike-1,TRUE,TRUE,10
adjH62,adjS80,1,Input.id_27,haunting-five-pages-sent-unitlike-1,TRUE,TRUE,9
adjH175,adjS74,1,Input.id_27,filler_0_2,TRUE,TRUE,1
adjH59,adjS182,1,Input.id_27,astonishing-five-forks-sent-objects-2,TRUE,TRUE,9
adjH72,adjS60,1,Input.id_27,filler_0_18,TRUE,TRUE,2
adjH99,adjS83,1,Input.id_27,big-three-chairs-sent-objects-0,TRUE,TRUE,3
adjH195,adjS183,1,Input.id_27,filler_0_7,TRUE,TRUE,2
adjH150,adjS168,1,Input.id_27,extra-five-weeks-sent-temporal-2,TRUE,TRUE,10
adjH42,adjS51,1,Input.id_27,filler_1_13,TRUE,TRUE,10
adjH20,adjS109,1,Input.id_27,filler_1_5,TRUE,TRUE,3
adjH14,adjS181,1,Input.id_27,filler_1_9,TRUE,TRUE,10
adjH144,adjS123,1,Input.id_27,filler_0_18,TRUE,TRUE,2
adjH151,adjS48,1,Input.id_27,substantial-three-acts-sent-unitlike-1,FALSE,FALSE,10
adjH164,adjS100,1,Input.id_27,whopping-five-soldiers-sent-human-0,TRUE,TRUE,8
adjH81,adjS143,1,Input.id_27,surprising-five-feet-sent-distance-2,TRUE,TRUE,9
adjH126,adjS98,1,Input.id_27,filler_0_15,TRUE,TRUE,2
adjH190,adjS87,1,Input.id_27,filler_1_12,TRUE,TRUE,10
adjH171,adjS21,1,Input.id_27,enchanting-twenty-days-sent-temporal-2,TRUE,TRUE,4
adjH29,adjS25,1,Input.id_27,measly-twenty-belts-sent-objects-0,TRUE,TRUE,10
adjH34,adjS172,1,Input.id_27,charming-five-years-sent-temporal-1,TRUE,TRUE,7
adjH63,adjS200,1,Input.id_27,filler_1_8,TRUE,TRUE,10
adjH37,adjS62,1,Input.id_27,mere-three-operas-sent-art-1,TRUE,TRUE,8
adjH89,adjS163,1,Input.id_27,impressive-three-acts-sent-unitlike-1,TRUE,TRUE,4
adjH26,adjS73,1,Input.id_27,filler_0_18,TRUE,TRUE,1
adjH87,adjS6,1,Input.id_27,extra-five-athletes-sent-human-1,TRUE,TRUE,7
adjH50,adjS32,1,Input.id_27,astonishing-twenty-days-sent-temporal-1,TRUE,TRUE,10
adjH165,adjS85,1,Input.id_27,filler_0_3,TRUE,TRUE,3
adjH41,adjS188,1,Input.id_27,filler_1_10,TRUE,TRUE,8
adjH141,adjS160,1,Input.id_27,pathetic-three-years-sent-temporal-0,TRUE,TRUE,10
adjH119,adjS57,1,Input.id_27,filler_0_14,TRUE,TRUE,10
adjH189,adjS186,1,Input.id_27,paltry-five-lawyers-sent-human-1,TRUE,TRUE,10
adjH136,adjS156,1,Input.id_27,extra-five-days-sent-temporal-2,TRUE,TRUE,6
adjH78,adjS178,1,Input.id_27,filler_1_1,TRUE,TRUE,6
adjH183,adjS139,1,Input.id_27,beautiful-three-forks-sent-objects-1,TRUE,TRUE,10
adjH65,adjS104,1,Input.id_27,ugly-three-months-sent-temporal-2,TRUE,TRUE,8
adjH146,adjS162,1,Input.id_27,filler_1_1,TRUE,TRUE,10
adjH157,adjS151,1,Input.id_27,filler_1_1,TRUE,TRUE,9
adjH3,adjS111,1,Input.id_27,filler_0_7,TRUE,TRUE,4
adjH9,adjS77,1,Input.id_27,filler_0_7,TRUE,TRUE,3
adjH58,adjS150,1,Input.id_27,big-three-apples-sent-objects-2,TRUE,TRUE,3
adjH145,adjS179,1,Input.id_27,mere-twenty-feet-sent-distance-0,TRUE,TRUE,10
adjH27,adjS101,1,Input.id_27,filler_1_9,TRUE,TRUE,10
adjH96,adjS69,1,Input.id_27,substantial-twenty-meters-sent-distance-1,FALSE,FALSE,9
adjH79,adjS102,1,Input.id_27,round-five-bankers-sent-human-0,TRUE,TRUE,5
adjH154,adjS34,1,Input.id_27,filler_1_13,TRUE,TRUE,10
adjH39,adjS170,1,Input.id_27,soothing-five-days-sent-temporal-2,TRUE,TRUE,8
adjH53,adjS67,1,Input.id_27,filler_0_16,TRUE,TRUE,2
adjH54,adjS196,1,Input.id_27,filler_1_9,TRUE,TRUE,10
adjH161,adjS159,1,Input.id_27,disgusting-twenty-weeks-sent-temporal-0,TRUE,TRUE,10
adjH127,adjS64,1,Input.id_27,filler_1_9,TRUE,TRUE,10
adjH11,adjS99,1,Input.id_27,ugly-three-meters-sent-distance-0,TRUE,TRUE,8
adjH131,adjS28,1,Input.id_27,blue-three-cans-sent-objects-0,TRUE,TRUE,2
adjH82,adjS199,1,Input.id_27,filler_0_17,TRUE,TRUE,2
adjH186,adjS189,1,Input.id_27,staggering-twenty-movies-sent-art-0,TRUE,TRUE,10
adjH143,adjS91,1,Input.id_27,filler_0_15,TRUE,TRUE,4
adjH132,adjS35,1,Input.id_27,staggering-five-blocks-sent-distance-2,TRUE,TRUE,6
adjH64,adjS33,1,Input.id_27,substantial-five-operas-sent-art-0,TRUE,TRUE,7
adjH162,adjS136,1,Input.id_27,filler_0_14,TRUE,TRUE,8
adjH159,adjS20,1,Input.id_27,filler_1_10,TRUE,FALSE,10
adjH75,adjS49,1,Input.id_27,filler_0_7,TRUE,TRUE,2
adjH103,adjS13,1,Input.id_27,filler_1_5,TRUE,TRUE,1
adjH179,adjS165,1,Input.id_27,enchanting-five-bankers-sent-human-1,TRUE,TRUE,10
adjH112,adjS86,1,Input.id_27,filler_1_12,TRUE,TRUE,10
adjH84,adjS155,1,Input.id_27,charming-twenty-feet-sent-distance-2,TRUE,TRUE,6
adjH33,adjS82,1,Input.id_27,filler_0_6,TRUE,TRUE,1
adjH69,adjS132,1,Input.id_27,filler_0_3,TRUE,TRUE,3
adjH24,adjS131,1,Input.id_27,incredible-three-awards-sent-unitlike-1,TRUE,TRUE,6
adjH122,adjS113,1,Input.id_27,enchanting-five-paragraphs-sent-unitlike-0,TRUE,TRUE,9
adjH22,adjS76,1,Input.id_27,filler_1_8,TRUE,TRUE,10
adjH155,adjS8,1,Input.id_27,surprising-three-acts-sent-unitlike-1,TRUE,TRUE,4
adjH60,adjS149,1,Input.id_27,record-setting-twenty-chairs-sent-objects-2,TRUE,TRUE,8
adjH21,adjS195,1,Input.id_27,filler_1_4,TRUE,TRUE,9
adjH102,adjS110,1,Input.id_27,filler_0_18,TRUE,TRUE,4
adjH130,adjS58,1,Input.id_27,remarkable-twenty-steps-sent-distance-2,TRUE,TRUE,6
adjH173,adjS37,1,Input.id_27,filler_0_15,TRUE,TRUE,2
adjH80,adjS137,1,Input.id_27,filler_0_3,TRUE,TRUE,1
adjH105,adjS117,1,Input.id_27,unsatisfying-five-days-sent-temporal-0,TRUE,TRUE,10
adjH129,adjS92,1,Input.id_27,enchanting-three-steps-sent-distance-1,TRUE,TRUE,8
adjH199,adjS193,1,Input.id_27,filler_0_6,TRUE,TRUE,1
adjH7,adjS50,1,Input.id_27,paltry-three-trays-sent-objects-2,TRUE,TRUE,4
adjH194,adjS95,1,Input.id_27,filler_1_1,TRUE,TRUE,10
adjH76,adjS29,1,Input.id_27,filler_1_4,TRUE,TRUE,10
adjH86,adjS134,1,Input.id_27,filler_0_15,TRUE,TRUE,2
adjH147,adjS174,1,Input.id_27,filler_0_15,TRUE,TRUE,5
adjH168,adjS90,1,Input.id_27,charming-five-pages-sent-unitlike-0,TRUE,TRUE,7
adjH90,adjS190,1,Input.id_27,record-setting-five-pages-sent-unitlike-2,TRUE,TRUE,10
adjH8,adjS112,1,Input.id_27,filler_1_5,TRUE,TRUE,1
adjH31,adjS4,1,Input.id_27,filler_1_1,TRUE,TRUE,8
adjH106,adjS36,1,Input.id_27,filler_0_16,TRUE,TRUE,3
adjH177,adjS138,1,Input.id_27,enchanting-twenty-pages-sent-unitlike-0,TRUE,TRUE,8
adjH83,adjS148,1,Input.id_27,filler_0_6,TRUE,TRUE,1
adjH114,adjS129,1,Input.id_27,pathetic-five-steps-sent-distance-0,TRUE,TRUE,10
adjH67,adjS68,1,Input.id_27,filler_0_6,TRUE,TRUE,2
adjH188,adjS177,1,Input.id_27,extra-three-pencils-sent-objects-2,TRUE,TRUE,10
adjH32,adjS75,1,Input.id_27,filler_0_14,TRUE,TRUE,10
adjH91,adjS66,1,Input.id_27,filler_0_17,TRUE,TRUE,2
adjH6,adjS116,1,Input.id_27,filler_0_14,TRUE,TRUE,3
adjH97,adjS65,1,Input.id_27,filler_0_18,TRUE,TRUE,3
adjH138,adjS55,1,Input.id_27,shy-five-soldiers-sent-human-2,TRUE,TRUE,10
adjH49,adjS97,1,Input.id_27,devastating-three-pianists-sent-human-0,TRUE,TRUE,7
adjH163,adjS40,1,Input.id_27,staggering-five-yards-sent-distance-2,TRUE,TRUE,9
adjH51,adjS105,1,Input.id_27,filler_1_13,TRUE,TRUE,10
adjH128,adjS119,1,Input.id_27,orange-five-bananas-sent-objects-1,TRUE,TRUE,5
adjH36,adjS96,1,Input.id_27,mere-twenty-trays-sent-objects-1,TRUE,TRUE,10
adjH52,adjS12,1,Input.id_27,shy-three-students-sent-human-0,TRUE,TRUE,5
adjH68,adjS22,1,Input.id_27,remarkable-five-belts-sent-objects-0,TRUE,TRUE,8
adjH160,adjS81,1,Input.id_27,disgusting-three-movies-sent-art-1,TRUE,TRUE,1
adjH142,adjS72,1,Input.id_27,filler_0_3,TRUE,TRUE,2
adjH116,adjS103,1,Input.id_27,hefty-twenty-years-sent-temporal-1,TRUE,TRUE,7
adjH109,adjS157,1,Input.id_27,disgusting-three-months-sent-temporal-2,TRUE,TRUE,3
adjH56,adjS171,1,Input.id_27,uninviting-three-meals-sent-unitlike-1,TRUE,TRUE,9
adjH10,adjS127,1,Input.id_27,extra-three-days-sent-temporal-2,TRUE,TRUE,8
adjH45,adjS11,1,Input.id_27,uninviting-twenty-meters-sent-distance-2,TRUE,TRUE,7
adjH30,adjS147,1,Input.id_27,enchanting-three-students-sent-human-1,TRUE,TRUE,4
adjH196,adjS118,1,Input.id_27,substantial-three-paintings-sent-art-2,TRUE,TRUE,9
adjH2,adjS107,1,Input.id_27,measly-five-meters-sent-distance-2,TRUE,TRUE,10
adjH113,adjS23,1,Input.id_27,filler_1_4,TRUE,TRUE,2
adjH93,adjS125,1,Input.id_27,round-five-marbles-sent-objects-2,TRUE,FALSE,3
adjH48,adjS198,1,Input.id_27,mediocre-three-blocks-sent-distance-1,TRUE,TRUE,8
adjH181,adjS145,1,Input.id_27,filler_1_12,TRUE,TRUE,10
adjH94,adjS39,1,Input.id_27,surprising-twenty-years-sent-temporal-2,TRUE,TRUE,4
adjH12,adjS42,1,Input.id_27,filler_0_18,TRUE,TRUE,1
adjH104,adjS192,1,Input.id_27,filler_1_10,TRUE,TRUE,10
adjH170,adjS10,1,Input.id_27,astonishing-twenty-years-sent-temporal-1,TRUE,NA,9
adjH185,adjS130,1,Input.id_27,hefty-twenty-steps-sent-distance-1,TRUE,TRUE,5
adjH120,adjS121,1,Input.id_27,red-five-marbles-sent-objects-1,TRUE,TRUE,3
adjH35,adjS142,1,Input.id_27,filler_1_13,TRUE,TRUE,10
adjH172,adjS38,1,Input.id_27,hideous-three-movies-sent-art-0,TRUE,TRUE,6
adjH95,adjS84,1,Input.id_27,small-five-teammates-sent-human-1,FALSE,FALSE,2
adjH125,adjS47,1,Input.id_27,filler_0_17,TRUE,TRUE,1
adjH133,adjS153,1,Input.id_27,filler_1_9,TRUE,TRUE,10
adjH23,adjS146,1,Input.id_27,filler_1_13,TRUE,TRUE,10
adjH107,adjS2,1,Input.id_27,filler_0_2,TRUE,TRUE,3
adjH5,adjS185,1,Input.id_27,filler_0_16,TRUE,TRUE,5
adjH198,adjS93,1,Input.id_27,filler_0_17,TRUE,TRUE,1
adjH197,adjS15,1,Input.id_27,filler_0_17,TRUE,TRUE,1
adjH137,adjS135,1,Input.id_27,enchanting-five-movies-sent-art-1,TRUE,TRUE,1
adjH55,adjS133,1,Input.id_27,disgusting-five-hours-sent-temporal-0,TRUE,TRUE,10
adjH152,adjS44,1,Input.id_27,surprising-five-trays-sent-objects-2,TRUE,TRUE,7
adjH193,adjS14,1,Input.id_27,paltry-five-paragraphs-sent-unitlike-1,TRUE,TRUE,8
adjH44,adjS120,1,Input.id_27,mediocre-twenty-paintings-sent-art-2,TRUE,TRUE,8
adjH66,adjS144,1,Input.id_27,surprising-twenty-pages-sent-unitlike-1,TRUE,TRUE,9
adjH15,adjS3,1,Input.id_27,filler_0_2,TRUE,TRUE,9
adjH57,adjS194,1,Input.id_27,soothing-twenty-yards-sent-distance-2,TRUE,TRUE,9
adjH124,adjS108,1,Input.id_27,lovely-three-movies-sent-art-1,TRUE,TRUE,7
adjH74,adjS54,1,Input.id_27,substantial-twenty-paragraphs-sent-unitlike-2,TRUE,TRUE,9
adjH123,adjS169,1,Input.id_27,enchanting-three-shows-sent-art-1,TRUE,TRUE,8
adjH156,adjS124,1,Input.id_27,filler_1_4,TRUE,TRUE,10
adjH135,adjS88,1,Input.id_27,filler_1_5,FALSE,TRUE,10
adjH182,adjS166,1,Input.id_27,filler_1_1,TRUE,TRUE,10
adjH43,adjS164,1,Input.id_27,staggering-five-shows-sent-art-1,FALSE,TRUE,8
adjH153,adjS45,1,Input.id_27,filler_0_16,FALSE,TRUE,1
adjH101,adjS7,1,Input.id_27,record-setting-twenty-acts-sent-unitlike-2,TRUE,TRUE,8
adjH111,adjS106,1,Input.id_27,filler_1_4,FALSE,TRUE,6
adjH40,adjS59,1,Input.id_27,ugly-twenty-weeks-sent-temporal-1,TRUE,TRUE,9
adjH139,adjS167,1,Input.id_27,soothing-twenty-soldiers-sent-human-2,TRUE,TRUE,3
adjH17,adjS56,1,Input.id_27,ugly-twenty-days-sent-temporal-2,TRUE,TRUE,3
adjH169,adjS173,1,Input.id_27,filler_0_14,TRUE,TRUE,10
adjH191,adjS16,1,Input.id_27,filler_1_12,TRUE,TRUE,10
adjH187,adjS63,1,Input.id_27,soothing-three-doctors-sent-human-2,TRUE,TRUE,2
adjH16,adjS158,1,Input.id_27,filler_0_15,TRUE,TRUE,3
adjH100,adjS70,1,Input.id_27,meager-twenty-acts-sent-unitlike-2,TRUE,TRUE,8
adjH192,adjS43,1,Input.id_27,filler_0_3,TRUE,TRUE,3
adjH88,adjS79,1,Input.id_27,haunting-twenty-operas-sent-art-2,TRUE,TRUE,6
adjH200,adjS30,1,Input.id_27,filler_1_9,TRUE,TRUE,10
adjH77,adjS1,1,Input.id_27,filler_1_8,TRUE,TRUE,9
adjH4,adjS19,1,Input.id_27,fancy-twenty-pianists-sent-human-2,TRUE,TRUE,8
adjH148,adjS126,1,Input.id_27,hefty-three-movies-sent-art-0,TRUE,TRUE,8
adjH61,adjS184,1,Input.id_27,filler_0_7,TRUE,TRUE,4
adjH178,adjS71,1,Input.id_27,filler_1_13,TRUE,TRUE,10
adjH38,adjS141,1,Input.id_27,filler_0_15,TRUE,TRUE,3
adjH92,adjS191,1,Input.id_27,paltry-three-paragraphs-sent-unitlike-0,TRUE,TRUE,8
adjH158,adjS52,1,Input.id_27,yellow-twenty-forks-sent-objects-1,TRUE,TRUE,1
adjH134,adjS89,1,Input.id_27,disgusting-twenty-meals-sent-unitlike-2,TRUE,TRUE,8
adjH117,adjS152,1,Input.id_27,staggering-three-operas-sent-art-0,TRUE,TRUE,8
adjH140,adjS41,1,Input.id_27,meager-twenty-blocks-sent-distance-0,TRUE,TRUE,10
adjH110,adjS122,1,Input.id_27,impressive-three-feet-sent-distance-0,TRUE,TRUE,10
adjH115,adjS5,1,Input.id_27,filler_0_6,TRUE,TRUE,2
adjH118,adjS24,1,Input.id_27,mediocre-five-pianists-sent-human-1,TRUE,TRUE,8
adjH47,adjS31,1,Input.id_27,filler_0_6,TRUE,TRUE,2
adjH73,adjS180,1,Input.id_27,hefty-five-shows-sent-art-2,TRUE,TRUE,9
adjH71,adjS18,1,Input.id_27,filler_1_8,TRUE,TRUE,10
adjH25,adjS197,1,Input.id_27,filler_0_18,TRUE,TRUE,3
adjH85,adjS161,1,Input.id_27,filler_1_4,TRUE,TRUE,10
adjH184,adjS128,1,Input.id_27,remarkable-three-acts-sent-unitlike-2,TRUE,TRUE,8
adjH166,adjS154,1,Input.id_27,extra-twenty-paragraphs-sent-unitlike-0,TRUE,TRUE,7
adjH28,adjS26,1,Input.id_27,filler_1_11,TRUE,TRUE,10
adjH176,adjS140,1,Input.id_27,filler_1_5,TRUE,TRUE,10
adjH70,adjS114,1,Input.id_27,filler_0_7,TRUE,TRUE,3
adjH180,adjS27,1,Input.id_27,filler_1_4,TRUE,TRUE,10
adjH46,adjS53,1,Input.id_27,filler_1_11,TRUE,TRUE,10
adjH98,adjS17,1,Input.id_27,remarkable-three-soldiers-sent-human-1,TRUE,TRUE,6
adjH108,adjS115,1,Input.id_27,ugly-twenty-meals-sent-unitlike-2,FALSE,FALSE,10
adjH13,adjS78,1,Input.id_27,charming-three-students-sent-human-0,TRUE,TRUE,8
adjH121,adjS94,1,Input.id_27,meager-three-awards-sent-unitlike-2,FALSE,TRUE,9
adjH18,adjS187,1,Input.id_27,uninviting-twenty-steps-sent-distance-2,TRUE,TRUE,8
adjH19,adjS46,1,Input.id_28,filler_1_4,TRUE,TRUE,10
adjH149,adjS61,1,Input.id_28,soothing-twenty-blocks-sent-distance-2,FALSE,FALSE,7
adjH174,adjS9,1,Input.id_28,filler_0_3,TRUE,TRUE,5
