,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,sent_default,sent_no_plural,sent_no_mod,sent_default_nomod,sent_no_a,sent_reverse_mods,rating-sent,goodness-sent,rating-sent_default,goodness-sent_default,rating-sent_no_plural,goodness-sent_no_plural,rating-sent_no_mod,goodness-sent_no_mod,rating-sent_default_nomod,goodness-sent_default_nomod,rating-sent_no_a,goodness-sent_no_a,rating-sent_reverse_mods,goodness-sent_reverse_mods
1272,spentLondon,1,impressive,"21,234",months,adj-ambig,num-high_odd,noun-measure,"The diplomat worked for an impressive 21,234 months in Nairobi.","The diplomat worked for 21,234 impressive months in Nairobi.","The diplomat worked for an impressive 21,234 month in Nairobi.","The diplomat worked for a 21,234 months in Nairobi.","The diplomat worked for 21,234 months in Nairobi.","The diplomat worked for impressive 21,234 months in Nairobi.","The diplomat worked for a 21,234 impressive months in Nairobi.", good,0.9980414364935198, good,0.9975831914957155, bad,0.14322185681893462, bad,0.10627989099220403, good,0.9456059424814071, good,0.9964748349352429, good,0.9946232636691749
1273,spentLondon,1,impressive,"21,234",years,adj-ambig,num-high_odd,noun-measure,"The diplomat worked for an impressive 21,234 years in Nairobi.","The diplomat worked for 21,234 impressive years in Nairobi.","The diplomat worked for an impressive 21,234 year in Nairobi.","The diplomat worked for a 21,234 years in Nairobi.","The diplomat worked for 21,234 years in Nairobi.","The diplomat worked for impressive 21,234 years in Nairobi.","The diplomat worked for a 21,234 impressive years in Nairobi.", good,0.9908801127546061, good,0.9934848104849454, bad,0.04721198906314095, bad,0.02990980279651767, good,0.7150905506793925, good,0.9675731497108321, good,0.9805593812170496
1274,spentLondon,1,impressive,"21,234",hours,adj-ambig,num-high_odd,noun-measure,"The diplomat worked for an impressive 21,234 hours in Nairobi.","The diplomat worked for 21,234 impressive hours in Nairobi.","The diplomat worked for an impressive 21,234 hour in Nairobi.","The diplomat worked for a 21,234 hours in Nairobi.","The diplomat worked for 21,234 hours in Nairobi.","The diplomat worked for impressive 21,234 hours in Nairobi.","The diplomat worked for a 21,234 impressive hours in Nairobi.", good,0.9982875455262397, good,0.9968927260993102, good,0.6083561168371104, bad,0.29383149900397554, good,0.9840674652836866, good,0.9972836180602128, good,0.9904899988170097
1275,spentLondon,1,disappointing,three,days,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing three days in Nairobi.,The diplomat worked for three disappointing days in Nairobi.,The diplomat worked for a disappointing three day in Nairobi.,The diplomat worked for a three days in Nairobi.,The diplomat worked for three days in Nairobi.,The diplomat worked for disappointing three days in Nairobi.,The diplomat worked for a three disappointing days in Nairobi., good,0.9935637281046625, good,0.9971219076717298, bad,0.007749655769599961, bad,0.06654427858850065, good,0.9985892645241526, bad,0.4103055750117891, good,0.9651697175482674
1276,spentLondon,1,disappointing,three,weeks,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing three weeks in Nairobi.,The diplomat worked for three disappointing weeks in Nairobi.,The diplomat worked for a disappointing three week in Nairobi.,The diplomat worked for a three weeks in Nairobi.,The diplomat worked for three weeks in Nairobi.,The diplomat worked for disappointing three weeks in Nairobi.,The diplomat worked for a three disappointing weeks in Nairobi., good,0.993565517117122, good,0.9972706809821186, bad,0.020862249462647697, bad,0.08347848793230972, good,0.9987608671598966, bad,0.44725828607795015, good,0.9675899595051799
1277,spentLondon,1,disappointing,three,months,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing three months in Nairobi.,The diplomat worked for three disappointing months in Nairobi.,The diplomat worked for a disappointing three month in Nairobi.,The diplomat worked for a three months in Nairobi.,The diplomat worked for three months in Nairobi.,The diplomat worked for disappointing three months in Nairobi.,The diplomat worked for a three disappointing months in Nairobi., good,0.9944904048001144, good,0.9982944571939875, bad,0.04878397442259064, good,0.6393281305920906, good,0.9990224154474238, good,0.7478975317729117, good,0.9880882256543764
1278,spentLondon,1,disappointing,three,years,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing three years in Nairobi.,The diplomat worked for three disappointing years in Nairobi.,The diplomat worked for a disappointing three year in Nairobi.,The diplomat worked for a three years in Nairobi.,The diplomat worked for three years in Nairobi.,The diplomat worked for disappointing three years in Nairobi.,The diplomat worked for a three disappointing years in Nairobi., good,0.9950875860666346, good,0.9985616072798789, bad,0.028992795453493647, bad,0.031222156451372163, good,0.9991872196350474, good,0.5194441923038707, good,0.9736200177224513
1279,spentLondon,1,disappointing,three,hours,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing three hours in Nairobi.,The diplomat worked for three disappointing hours in Nairobi.,The diplomat worked for a disappointing three hour in Nairobi.,The diplomat worked for a three hours in Nairobi.,The diplomat worked for three hours in Nairobi.,The diplomat worked for disappointing three hours in Nairobi.,The diplomat worked for a three disappointing hours in Nairobi., good,0.9942358902950381, good,0.9974654121057475, bad,0.00993796084124754, bad,0.25457094975210737, good,0.9986086344478352, good,0.5957798019495927, good,0.9770871248692382
1280,spentLondon,1,disappointing,five,days,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing five days in Nairobi.,The diplomat worked for five disappointing days in Nairobi.,The diplomat worked for a disappointing five day in Nairobi.,The diplomat worked for a five days in Nairobi.,The diplomat worked for five days in Nairobi.,The diplomat worked for disappointing five days in Nairobi.,The diplomat worked for a five disappointing days in Nairobi., good,0.9949063866684494, good,0.9979128690930577, bad,0.014648228363203675, bad,0.024077947499837826, good,0.9991003140603046, good,0.8121870566645915, good,0.94023899597234
1281,spentLondon,1,disappointing,five,weeks,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing five weeks in Nairobi.,The diplomat worked for five disappointing weeks in Nairobi.,The diplomat worked for a disappointing five week in Nairobi.,The diplomat worked for a five weeks in Nairobi.,The diplomat worked for five weeks in Nairobi.,The diplomat worked for disappointing five weeks in Nairobi.,The diplomat worked for a five disappointing weeks in Nairobi., good,0.9941311662830706, good,0.9979802213037248, bad,0.03146693665181144, bad,0.027671905796009755, good,0.9992306700861265, good,0.831304811948334, good,0.9476658052373446
1282,spentLondon,1,disappointing,five,months,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing five months in Nairobi.,The diplomat worked for five disappointing months in Nairobi.,The diplomat worked for a disappointing five month in Nairobi.,The diplomat worked for a five months in Nairobi.,The diplomat worked for five months in Nairobi.,The diplomat worked for disappointing five months in Nairobi.,The diplomat worked for a five disappointing months in Nairobi., good,0.9955610284873152, good,0.9984900206676964, bad,0.09550405292265063, bad,0.33507719648200074, good,0.9993548286126196, good,0.9053811388858027, good,0.982712002391534
1283,spentLondon,1,disappointing,five,years,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing five years in Nairobi.,The diplomat worked for five disappointing years in Nairobi.,The diplomat worked for a disappointing five year in Nairobi.,The diplomat worked for a five years in Nairobi.,The diplomat worked for five years in Nairobi.,The diplomat worked for disappointing five years in Nairobi.,The diplomat worked for a five disappointing years in Nairobi., good,0.9958901685680884, good,0.998744534357231, bad,0.02228315655699631, bad,0.016078685434791407, good,0.9994879245154272, good,0.8159821085948565, good,0.9147785041298536
1284,spentLondon,1,disappointing,five,hours,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing five hours in Nairobi.,The diplomat worked for five disappointing hours in Nairobi.,The diplomat worked for a disappointing five hour in Nairobi.,The diplomat worked for a five hours in Nairobi.,The diplomat worked for five hours in Nairobi.,The diplomat worked for disappointing five hours in Nairobi.,The diplomat worked for a five disappointing hours in Nairobi., good,0.9958445720834388, good,0.9980459677117317, bad,0.007574656594361073, bad,0.10074793135716209, good,0.9988806130814702, good,0.91647669526153, good,0.9825140569626011
1285,spentLondon,1,disappointing,six,days,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing six days in Nairobi.,The diplomat worked for six disappointing days in Nairobi.,The diplomat worked for a disappointing six day in Nairobi.,The diplomat worked for a six days in Nairobi.,The diplomat worked for six days in Nairobi.,The diplomat worked for disappointing six days in Nairobi.,The diplomat worked for a six disappointing days in Nairobi., good,0.9941547073889853, good,0.9974064624449486, bad,0.02792820589360301, bad,0.04566708032032596, good,0.9986305115064054, good,0.6841961044764022, good,0.870090247460635
1286,spentLondon,1,disappointing,six,weeks,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing six weeks in Nairobi.,The diplomat worked for six disappointing weeks in Nairobi.,The diplomat worked for a disappointing six week in Nairobi.,The diplomat worked for a six weeks in Nairobi.,The diplomat worked for six weeks in Nairobi.,The diplomat worked for disappointing six weeks in Nairobi.,The diplomat worked for a six disappointing weeks in Nairobi., good,0.9930139357971925, good,0.9974342404022498, bad,0.026971378009396307, bad,0.07523698102856968, good,0.9988399633633004, good,0.765507658011812, good,0.957388790849136
1287,spentLondon,1,disappointing,six,months,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing six months in Nairobi.,The diplomat worked for six disappointing months in Nairobi.,The diplomat worked for a disappointing six month in Nairobi.,The diplomat worked for a six months in Nairobi.,The diplomat worked for six months in Nairobi.,The diplomat worked for disappointing six months in Nairobi.,The diplomat worked for a six disappointing months in Nairobi., good,0.9942664081380851, good,0.9982657875871546, bad,0.08042975217147341, good,0.5466945893812573, good,0.9990803483789988, good,0.903953968217336, good,0.9769855033223007
1288,spentLondon,1,disappointing,six,years,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing six years in Nairobi.,The diplomat worked for six disappointing years in Nairobi.,The diplomat worked for a disappointing six year in Nairobi.,The diplomat worked for a six years in Nairobi.,The diplomat worked for six years in Nairobi.,The diplomat worked for disappointing six years in Nairobi.,The diplomat worked for a six disappointing years in Nairobi., good,0.9950050325471534, good,0.9985998732932743, bad,0.01525744258325279, bad,0.010448713935308551, good,0.9992568387212326, good,0.7856269323551858, good,0.9323982767590593
1289,spentLondon,1,disappointing,six,hours,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing six hours in Nairobi.,The diplomat worked for six disappointing hours in Nairobi.,The diplomat worked for a disappointing six hour in Nairobi.,The diplomat worked for a six hours in Nairobi.,The diplomat worked for six hours in Nairobi.,The diplomat worked for disappointing six hours in Nairobi.,The diplomat worked for a six disappointing hours in Nairobi., good,0.9945968597558681, good,0.9975256742029759, bad,0.006045621539614188, bad,0.19113289813668233, good,0.9985619634668678, good,0.8855021710354762, good,0.9786833265687689
1290,spentLondon,1,disappointing,eight,days,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing eight days in Nairobi.,The diplomat worked for eight disappointing days in Nairobi.,The diplomat worked for a disappointing eight day in Nairobi.,The diplomat worked for an eight days in Nairobi.,The diplomat worked for eight days in Nairobi.,The diplomat worked for disappointing eight days in Nairobi.,The diplomat worked for an eight disappointing days in Nairobi., good,0.99383189037493, good,0.9980788654458791, bad,0.02848258457495456, bad,0.025322662838121346, good,0.9989234088405389, good,0.6456400039235919, good,0.9494666624342073
1291,spentLondon,1,disappointing,eight,weeks,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing eight weeks in Nairobi.,The diplomat worked for eight disappointing weeks in Nairobi.,The diplomat worked for a disappointing eight week in Nairobi.,The diplomat worked for an eight weeks in Nairobi.,The diplomat worked for eight weeks in Nairobi.,The diplomat worked for disappointing eight weeks in Nairobi.,The diplomat worked for an eight disappointing weeks in Nairobi., good,0.9936536705576733, good,0.9981522419107747, bad,0.009855348598371894, bad,0.06330211809450748, good,0.998788998754534, good,0.6959231092263879, good,0.9803731789054303
1292,spentLondon,1,disappointing,eight,months,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing eight months in Nairobi.,The diplomat worked for eight disappointing months in Nairobi.,The diplomat worked for a disappointing eight month in Nairobi.,The diplomat worked for an eight months in Nairobi.,The diplomat worked for eight months in Nairobi.,The diplomat worked for disappointing eight months in Nairobi.,The diplomat worked for an eight disappointing months in Nairobi., good,0.9953578369013543, good,0.9989981545825545, bad,0.20648925671833673, good,0.6277181430887347, good,0.9991998568553868, good,0.8792231284450901, good,0.986582605588793
1293,spentLondon,1,disappointing,eight,years,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing eight years in Nairobi.,The diplomat worked for eight disappointing years in Nairobi.,The diplomat worked for a disappointing eight year in Nairobi.,The diplomat worked for an eight years in Nairobi.,The diplomat worked for eight years in Nairobi.,The diplomat worked for disappointing eight years in Nairobi.,The diplomat worked for an eight disappointing years in Nairobi., good,0.9955677644760218, good,0.9988710750158107, bad,0.02097639264623119, bad,0.01368525468289361, good,0.999309230391253, good,0.7606657821854513, good,0.9787332749468872
1294,spentLondon,1,disappointing,eight,hours,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing eight hours in Nairobi.,The diplomat worked for eight disappointing hours in Nairobi.,The diplomat worked for a disappointing eight hour in Nairobi.,The diplomat worked for an eight hours in Nairobi.,The diplomat worked for eight hours in Nairobi.,The diplomat worked for disappointing eight hours in Nairobi.,The diplomat worked for an eight disappointing hours in Nairobi., good,0.9958197148185578, good,0.998333201254538, bad,0.005196370910368064, bad,0.3017099373457094, good,0.9988980769635557, good,0.9219138665659032, good,0.9886743777553135
1295,spentLondon,1,disappointing,ten,days,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing ten days in Nairobi.,The diplomat worked for ten disappointing days in Nairobi.,The diplomat worked for a disappointing ten day in Nairobi.,The diplomat worked for a ten days in Nairobi.,The diplomat worked for ten days in Nairobi.,The diplomat worked for disappointing ten days in Nairobi.,The diplomat worked for a ten disappointing days in Nairobi., good,0.9924289801549733, good,0.9980947816370277, bad,0.02188732600551413, bad,0.019066539545411154, good,0.9990515587250157, good,0.8705739432134896, good,0.9169367811967221
1296,spentLondon,1,disappointing,ten,weeks,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing ten weeks in Nairobi.,The diplomat worked for ten disappointing weeks in Nairobi.,The diplomat worked for a disappointing ten week in Nairobi.,The diplomat worked for a ten weeks in Nairobi.,The diplomat worked for ten weeks in Nairobi.,The diplomat worked for disappointing ten weeks in Nairobi.,The diplomat worked for a ten disappointing weeks in Nairobi., good,0.9924251056205552, good,0.9976938788924987, bad,0.015434050169709224, bad,0.09498173666032006, good,0.9989775317772169, good,0.9298908084470037, good,0.9780550951743009
1297,spentLondon,1,disappointing,ten,months,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing ten months in Nairobi.,The diplomat worked for ten disappointing months in Nairobi.,The diplomat worked for a disappointing ten month in Nairobi.,The diplomat worked for a ten months in Nairobi.,The diplomat worked for ten months in Nairobi.,The diplomat worked for disappointing ten months in Nairobi.,The diplomat worked for a ten disappointing months in Nairobi., good,0.994662542117405, good,0.9985824089328078, bad,0.17664459442757374, bad,0.26695456938119466, good,0.9990239598873207, good,0.965143374565501, good,0.9884130685804122
1298,spentLondon,1,disappointing,ten,years,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing ten years in Nairobi.,The diplomat worked for ten disappointing years in Nairobi.,The diplomat worked for a disappointing ten year in Nairobi.,The diplomat worked for a ten years in Nairobi.,The diplomat worked for ten years in Nairobi.,The diplomat worked for disappointing ten years in Nairobi.,The diplomat worked for a ten disappointing years in Nairobi., good,0.9945165695901589, good,0.998883831879544, bad,0.027257776018146718, bad,0.010692021606655056, good,0.9994264725597736, good,0.8270049073981948, good,0.9089165674505962
1299,spentLondon,1,disappointing,ten,hours,adj-ambig,num-low,noun-measure,The diplomat worked for a disappointing ten hours in Nairobi.,The diplomat worked for ten disappointing hours in Nairobi.,The diplomat worked for a disappointing ten hour in Nairobi.,The diplomat worked for a ten hours in Nairobi.,The diplomat worked for ten hours in Nairobi.,The diplomat worked for disappointing ten hours in Nairobi.,The diplomat worked for a ten disappointing hours in Nairobi., good,0.9953478817801963, good,0.9983940002000944, bad,0.00796230953631838, bad,0.06874207569149249, good,0.9988626722480097, good,0.9625103207697742, good,0.9811662184521067
1300,spentLondon,1,disappointing,twenty,days,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing twenty days in Nairobi.,The diplomat worked for twenty disappointing days in Nairobi.,The diplomat worked for a disappointing twenty day in Nairobi.,The diplomat worked for a twenty days in Nairobi.,The diplomat worked for twenty days in Nairobi.,The diplomat worked for disappointing twenty days in Nairobi.,The diplomat worked for a twenty disappointing days in Nairobi., good,0.9909814403810757, good,0.9973953157918322, bad,0.007911052600830581, bad,0.018045393248436237, good,0.9977277345126125, good,0.6959949321972616, good,0.85331749576437
1301,spentLondon,1,disappointing,twenty,weeks,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing twenty weeks in Nairobi.,The diplomat worked for twenty disappointing weeks in Nairobi.,The diplomat worked for a disappointing twenty week in Nairobi.,The diplomat worked for a twenty weeks in Nairobi.,The diplomat worked for twenty weeks in Nairobi.,The diplomat worked for disappointing twenty weeks in Nairobi.,The diplomat worked for a twenty disappointing weeks in Nairobi., good,0.9917056921661361, good,0.9971616055801968, bad,0.16072436629340292, bad,0.43754353305710214, good,0.9972495839440171, good,0.7506812660672267, good,0.953439515636841
1302,spentLondon,1,disappointing,twenty,months,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing twenty months in Nairobi.,The diplomat worked for twenty disappointing months in Nairobi.,The diplomat worked for a disappointing twenty month in Nairobi.,The diplomat worked for a twenty months in Nairobi.,The diplomat worked for twenty months in Nairobi.,The diplomat worked for disappointing twenty months in Nairobi.,The diplomat worked for a twenty disappointing months in Nairobi., good,0.9934159663599561, good,0.9977614110858516, bad,0.09392083665880657, bad,0.06791780861167762, good,0.9969115615684152, good,0.8887232826788319, good,0.9748641373515412
1303,spentLondon,1,disappointing,twenty,years,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing twenty years in Nairobi.,The diplomat worked for twenty disappointing years in Nairobi.,The diplomat worked for a disappointing twenty year in Nairobi.,The diplomat worked for a twenty years in Nairobi.,The diplomat worked for twenty years in Nairobi.,The diplomat worked for disappointing twenty years in Nairobi.,The diplomat worked for a twenty disappointing years in Nairobi., good,0.9916848328479853, good,0.9986633526099513, bad,0.020210471284491605, bad,0.01384362537500905, good,0.9990447627298739, good,0.7736607724135378, good,0.7790262785369978
1304,spentLondon,1,disappointing,twenty,hours,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing twenty hours in Nairobi.,The diplomat worked for twenty disappointing hours in Nairobi.,The diplomat worked for a disappointing twenty hour in Nairobi.,The diplomat worked for a twenty hours in Nairobi.,The diplomat worked for twenty hours in Nairobi.,The diplomat worked for disappointing twenty hours in Nairobi.,The diplomat worked for a twenty disappointing hours in Nairobi., good,0.9928307108484674, good,0.9974686310315728, bad,0.007401446387082622, bad,0.018158221205847203, good,0.9972200767626239, good,0.805079273511706, good,0.8915464320258952
1305,spentLondon,1,disappointing,fifty,days,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing fifty days in Nairobi.,The diplomat worked for fifty disappointing days in Nairobi.,The diplomat worked for a disappointing fifty day in Nairobi.,The diplomat worked for a fifty days in Nairobi.,The diplomat worked for fifty days in Nairobi.,The diplomat worked for disappointing fifty days in Nairobi.,The diplomat worked for a fifty disappointing days in Nairobi., good,0.992869096113576, good,0.9977918101462896, bad,0.008314095635973962, bad,0.08757271101090935, good,0.9983098953381618, good,0.8149649522827446, good,0.861438045744501
1306,spentLondon,1,disappointing,fifty,weeks,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing fifty weeks in Nairobi.,The diplomat worked for fifty disappointing weeks in Nairobi.,The diplomat worked for a disappointing fifty week in Nairobi.,The diplomat worked for a fifty weeks in Nairobi.,The diplomat worked for fifty weeks in Nairobi.,The diplomat worked for disappointing fifty weeks in Nairobi.,The diplomat worked for a fifty disappointing weeks in Nairobi., good,0.9848397735385463, good,0.9972372435553939, bad,0.20500788292031258, bad,0.07426142999026275, good,0.993731812567444, good,0.6409394681396974, good,0.924866019263576
1307,spentLondon,1,disappointing,fifty,months,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing fifty months in Nairobi.,The diplomat worked for fifty disappointing months in Nairobi.,The diplomat worked for a disappointing fifty month in Nairobi.,The diplomat worked for a fifty months in Nairobi.,The diplomat worked for fifty months in Nairobi.,The diplomat worked for disappointing fifty months in Nairobi.,The diplomat worked for a fifty disappointing months in Nairobi., good,0.9946741061313411, good,0.9980636661179941, bad,0.2628139527148945, bad,0.06993216999011564, good,0.9960089023849338, good,0.8782917423140962, good,0.9174043822642772
1308,spentLondon,1,disappointing,fifty,years,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing fifty years in Nairobi.,The diplomat worked for fifty disappointing years in Nairobi.,The diplomat worked for a disappointing fifty year in Nairobi.,The diplomat worked for a fifty years in Nairobi.,The diplomat worked for fifty years in Nairobi.,The diplomat worked for disappointing fifty years in Nairobi.,The diplomat worked for a fifty disappointing years in Nairobi., good,0.9917791862313017, good,0.9987771411020495, bad,0.015188779014681075, bad,0.027608308597243614, good,0.999101983408459, good,0.6860370115601899, good,0.7538584505228365
1309,spentLondon,1,disappointing,fifty,hours,adj-ambig,num-med,noun-measure,The diplomat worked for a disappointing fifty hours in Nairobi.,The diplomat worked for fifty disappointing hours in Nairobi.,The diplomat worked for a disappointing fifty hour in Nairobi.,The diplomat worked for a fifty hours in Nairobi.,The diplomat worked for fifty hours in Nairobi.,The diplomat worked for disappointing fifty hours in Nairobi.,The diplomat worked for a fifty disappointing hours in Nairobi., good,0.993669108577852, good,0.9979855287762507, bad,0.0054908804050112225, bad,0.0534020649961916, good,0.9979215710310082, good,0.8670152439027933, good,0.8698204830035917
1310,spentLondon,1,disappointing,500,days,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 500 days in Nairobi.,The diplomat worked for 500 disappointing days in Nairobi.,The diplomat worked for a disappointing 500 day in Nairobi.,The diplomat worked for a 500 days in Nairobi.,The diplomat worked for 500 days in Nairobi.,The diplomat worked for disappointing 500 days in Nairobi.,The diplomat worked for a 500 disappointing days in Nairobi., good,0.9938916155030931, good,0.9963066301308814, bad,0.16113249069773627, good,0.6081870173425485, good,0.9979840966680444, good,0.8505056959419339, good,0.788205836028782
1311,spentLondon,1,disappointing,500,weeks,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 500 weeks in Nairobi.,The diplomat worked for 500 disappointing weeks in Nairobi.,The diplomat worked for a disappointing 500 week in Nairobi.,The diplomat worked for a 500 weeks in Nairobi.,The diplomat worked for 500 weeks in Nairobi.,The diplomat worked for disappointing 500 weeks in Nairobi.,The diplomat worked for a 500 disappointing weeks in Nairobi., good,0.987292201708199, good,0.9937092243063403, good,0.7119938252567298, bad,0.06685225882401546, good,0.9939041883115521, good,0.6487674610181738, bad,0.3350764850142204
1312,spentLondon,1,disappointing,500,months,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 500 months in Nairobi.,The diplomat worked for 500 disappointing months in Nairobi.,The diplomat worked for a disappointing 500 month in Nairobi.,The diplomat worked for a 500 months in Nairobi.,The diplomat worked for 500 months in Nairobi.,The diplomat worked for disappointing 500 months in Nairobi.,The diplomat worked for a 500 disappointing months in Nairobi., good,0.9423757147448453, good,0.9930247259452417, bad,0.32734647258012495, bad,0.015815949274401997, good,0.9489005313864491, good,0.719329392715399, bad,0.30800071043142385
1313,spentLondon,1,disappointing,500,years,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 500 years in Nairobi.,The diplomat worked for 500 disappointing years in Nairobi.,The diplomat worked for a disappointing 500 year in Nairobi.,The diplomat worked for a 500 years in Nairobi.,The diplomat worked for 500 years in Nairobi.,The diplomat worked for disappointing 500 years in Nairobi.,The diplomat worked for a 500 disappointing years in Nairobi., good,0.9646985450459876, good,0.9873130031867292, bad,0.009725589561206727, bad,0.00891854175204998, bad,0.2680074919664156, bad,0.19403012249784446, bad,0.2401458864629884
1314,spentLondon,1,disappointing,500,hours,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 500 hours in Nairobi.,The diplomat worked for 500 disappointing hours in Nairobi.,The diplomat worked for a disappointing 500 hour in Nairobi.,The diplomat worked for a 500 hours in Nairobi.,The diplomat worked for 500 hours in Nairobi.,The diplomat worked for disappointing 500 hours in Nairobi.,The diplomat worked for a 500 disappointing hours in Nairobi., good,0.993378654654997, good,0.9960277389838121, bad,0.005767507500310964, bad,0.03052914535010587, good,0.9975126207671641, good,0.7590812185493382, good,0.5664700887479103
1315,spentLondon,1,disappointing,1000,days,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 1000 days in Nairobi.,The diplomat worked for 1000 disappointing days in Nairobi.,The diplomat worked for a disappointing 1000 day in Nairobi.,The diplomat worked for a 1000 days in Nairobi.,The diplomat worked for 1000 days in Nairobi.,The diplomat worked for disappointing 1000 days in Nairobi.,The diplomat worked for a 1000 disappointing days in Nairobi., good,0.9899421746538053, good,0.9899442614541089, bad,0.4682327046022089, good,0.9012158751599751, good,0.9936242270483445, good,0.7426181695940772, good,0.9110356360308827
1316,spentLondon,1,disappointing,1000,weeks,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 1000 weeks in Nairobi.,The diplomat worked for 1000 disappointing weeks in Nairobi.,The diplomat worked for a disappointing 1000 week in Nairobi.,The diplomat worked for a 1000 weeks in Nairobi.,The diplomat worked for 1000 weeks in Nairobi.,The diplomat worked for disappointing 1000 weeks in Nairobi.,The diplomat worked for a 1000 disappointing weeks in Nairobi., good,0.981484266941806, good,0.9832595903430125, good,0.7755485760227759, good,0.8037505573448033, good,0.9897110273775067, bad,0.3507627521580614, good,0.8605303274203487
1317,spentLondon,1,disappointing,1000,months,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 1000 months in Nairobi.,The diplomat worked for 1000 disappointing months in Nairobi.,The diplomat worked for a disappointing 1000 month in Nairobi.,The diplomat worked for a 1000 months in Nairobi.,The diplomat worked for 1000 months in Nairobi.,The diplomat worked for disappointing 1000 months in Nairobi.,The diplomat worked for a 1000 disappointing months in Nairobi., good,0.9657013925493512, good,0.9879788503418317, bad,0.47547678976049956, good,0.5597984672141573, good,0.9855227785084597, bad,0.43694665274839395, good,0.8920857934762857
1318,spentLondon,1,disappointing,1000,years,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 1000 years in Nairobi.,The diplomat worked for 1000 disappointing years in Nairobi.,The diplomat worked for a disappointing 1000 year in Nairobi.,The diplomat worked for a 1000 years in Nairobi.,The diplomat worked for 1000 years in Nairobi.,The diplomat worked for disappointing 1000 years in Nairobi.,The diplomat worked for a 1000 disappointing years in Nairobi., good,0.9409924055929945, good,0.9703231282987834, bad,0.014473646008413943, bad,0.09676892383371183, bad,0.3908848812561785, bad,0.11850805939053399, good,0.7119447064970965
1319,spentLondon,1,disappointing,1000,hours,adj-ambig,num-high,noun-measure,The diplomat worked for a disappointing 1000 hours in Nairobi.,The diplomat worked for 1000 disappointing hours in Nairobi.,The diplomat worked for a disappointing 1000 hour in Nairobi.,The diplomat worked for a 1000 hours in Nairobi.,The diplomat worked for 1000 hours in Nairobi.,The diplomat worked for disappointing 1000 hours in Nairobi.,The diplomat worked for a 1000 disappointing hours in Nairobi., good,0.9869554325757616, good,0.9896960660289915, bad,0.05171322481190843, good,0.6952842668441993, good,0.9921698337240784, good,0.5259393379428274, good,0.9314825801259556
1320,spentLondon,1,disappointing,"10,000",days,adj-ambig,num-high,noun-measure,"The diplomat worked for a disappointing 10,000 days in Nairobi.","The diplomat worked for 10,000 disappointing days in Nairobi.","The diplomat worked for a disappointing 10,000 day in Nairobi.","The diplomat worked for a 10,000 days in Nairobi.","The diplomat worked for 10,000 days in Nairobi.","The diplomat worked for disappointing 10,000 days in Nairobi.","The diplomat worked for a 10,000 disappointing days in Nairobi.", good,0.9938740302373671, good,0.9945767114167664, bad,0.49146696499052067, good,0.8611537233626329, good,0.993194714549422, good,0.8937038881350223, good,0.9006377099153405
