,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
727,unitlike,1,beautiful,three,awards,adj-pos,num-num,noun-unit_like,They consumed a beautiful three awards., bad,0.04131844147247865
728,unitlike,1,beautiful,three,meals,adj-pos,num-num,noun-unit_like,They consumed a beautiful three meals., bad,0.3252796498311007
729,unitlike,1,beautiful,five,pages,adj-pos,num-num,noun-unit_like,They consumed a beautiful five pages., good,0.8216574978820131
730,unitlike,1,beautiful,five,acts,adj-pos,num-num,noun-unit_like,They consumed a beautiful five acts., bad,0.1701817847910989
731,unitlike,1,beautiful,five,paragraphs,adj-pos,num-num,noun-unit_like,They consumed a beautiful five paragraphs., good,0.541863908716534
732,unitlike,1,beautiful,five,awards,adj-pos,num-num,noun-unit_like,They consumed a beautiful five awards., bad,0.09448302021387611
733,unitlike,1,beautiful,five,meals,adj-pos,num-num,noun-unit_like,They consumed a beautiful five meals., bad,0.09043957897681532
734,unitlike,1,beautiful,twenty,pages,adj-pos,num-num,noun-unit_like,They consumed a beautiful twenty pages., good,0.9638330760399617
735,unitlike,1,beautiful,twenty,acts,adj-pos,num-num,noun-unit_like,They consumed a beautiful twenty acts., bad,0.17684499944066645
736,unitlike,1,beautiful,twenty,paragraphs,adj-pos,num-num,noun-unit_like,They consumed a beautiful twenty paragraphs., good,0.7212167952508857
737,unitlike,1,beautiful,twenty,awards,adj-pos,num-num,noun-unit_like,They consumed a beautiful twenty awards., bad,0.14528358207226832
738,unitlike,1,beautiful,twenty,meals,adj-pos,num-num,noun-unit_like,They consumed a beautiful twenty meals., bad,0.47191435394883297
739,unitlike,1,enchanting,three,pages,adj-pos,num-num,noun-unit_like,They consumed an enchanting three pages., good,0.9923012470856579
740,unitlike,1,enchanting,three,acts,adj-pos,num-num,noun-unit_like,They consumed an enchanting three acts., good,0.9777722170267141
741,unitlike,1,enchanting,three,paragraphs,adj-pos,num-num,noun-unit_like,They consumed an enchanting three paragraphs., good,0.9934930368712801
742,unitlike,1,enchanting,three,awards,adj-pos,num-num,noun-unit_like,They consumed an enchanting three awards., good,0.8298804290125505
743,unitlike,1,enchanting,three,meals,adj-pos,num-num,noun-unit_like,They consumed an enchanting three meals., good,0.991495647346651
744,unitlike,1,enchanting,five,pages,adj-pos,num-num,noun-unit_like,They consumed an enchanting five pages., good,0.9943437163509408
745,unitlike,1,enchanting,five,acts,adj-pos,num-num,noun-unit_like,They consumed an enchanting five acts., good,0.9841543061805199
746,unitlike,1,enchanting,five,paragraphs,adj-pos,num-num,noun-unit_like,They consumed an enchanting five paragraphs., good,0.9957972434044191
747,unitlike,1,enchanting,five,awards,adj-pos,num-num,noun-unit_like,They consumed an enchanting five awards., good,0.9724932571844492
748,unitlike,1,enchanting,five,meals,adj-pos,num-num,noun-unit_like,They consumed an enchanting five meals., good,0.9954476007258316
749,unitlike,1,enchanting,twenty,pages,adj-pos,num-num,noun-unit_like,They consumed an enchanting twenty pages., good,0.9976283718644332
750,unitlike,1,enchanting,twenty,acts,adj-pos,num-num,noun-unit_like,They consumed an enchanting twenty acts., good,0.9689186259165209
751,unitlike,1,enchanting,twenty,paragraphs,adj-pos,num-num,noun-unit_like,They consumed an enchanting twenty paragraphs., good,0.9976798728652919
752,unitlike,1,enchanting,twenty,awards,adj-pos,num-num,noun-unit_like,They consumed an enchanting twenty awards., good,0.9902419250196037
753,unitlike,1,enchanting,twenty,meals,adj-pos,num-num,noun-unit_like,They consumed an enchanting twenty meals., good,0.9953969357232345
754,unitlike,1,soothing,three,pages,adj-pos,num-num,noun-unit_like,They consumed a soothing three pages., good,0.991668323416313
755,unitlike,1,soothing,three,acts,adj-pos,num-num,noun-unit_like,They consumed a soothing three acts., good,0.9347128492162948
756,unitlike,1,soothing,three,paragraphs,adj-pos,num-num,noun-unit_like,They consumed a soothing three paragraphs., good,0.9958077932350389
757,unitlike,1,soothing,three,awards,adj-pos,num-num,noun-unit_like,They consumed a soothing three awards., good,0.8910747772042571
758,unitlike,1,soothing,three,meals,adj-pos,num-num,noun-unit_like,They consumed a soothing three meals., good,0.993100542603
759,unitlike,1,soothing,five,pages,adj-pos,num-num,noun-unit_like,They consumed a soothing five pages., good,0.9930323545890937
760,unitlike,1,soothing,five,acts,adj-pos,num-num,noun-unit_like,They consumed a soothing five acts., good,0.9608505252043096
761,unitlike,1,soothing,five,paragraphs,adj-pos,num-num,noun-unit_like,They consumed a soothing five paragraphs., good,0.9954590457513248
762,unitlike,1,soothing,five,awards,adj-pos,num-num,noun-unit_like,They consumed a soothing five awards., good,0.9591441553411664
763,unitlike,1,soothing,five,meals,adj-pos,num-num,noun-unit_like,They consumed a soothing five meals., good,0.9870446647826018
764,unitlike,1,soothing,twenty,pages,adj-pos,num-num,noun-unit_like,They consumed a soothing twenty pages., good,0.9972731861292157
765,unitlike,1,soothing,twenty,acts,adj-pos,num-num,noun-unit_like,They consumed a soothing twenty acts., good,0.8945846112082996
766,unitlike,1,soothing,twenty,paragraphs,adj-pos,num-num,noun-unit_like,They consumed a soothing twenty paragraphs., good,0.9975709726728258
767,unitlike,1,soothing,twenty,awards,adj-pos,num-num,noun-unit_like,They consumed a soothing twenty awards., good,0.9720496806966827
768,unitlike,1,soothing,twenty,meals,adj-pos,num-num,noun-unit_like,They consumed a soothing twenty meals., good,0.9820586768693456
769,unitlike,1,charming,three,pages,adj-pos,num-num,noun-unit_like,They consumed a charming three pages., good,0.9931910794634189
770,unitlike,1,charming,three,acts,adj-pos,num-num,noun-unit_like,They consumed a charming three acts., good,0.9365558424421161
771,unitlike,1,charming,three,paragraphs,adj-pos,num-num,noun-unit_like,They consumed a charming three paragraphs., good,0.9932257692540529
772,unitlike,1,charming,three,awards,adj-pos,num-num,noun-unit_like,They consumed a charming three awards., good,0.8483087817899496
773,unitlike,1,charming,three,meals,adj-pos,num-num,noun-unit_like,They consumed a charming three meals., good,0.9546833883436614
774,unitlike,1,charming,five,pages,adj-pos,num-num,noun-unit_like,They consumed a charming five pages., good,0.9941892205657972
775,unitlike,1,charming,five,acts,adj-pos,num-num,noun-unit_like,They consumed a charming five acts., good,0.921250078747155
776,unitlike,1,charming,five,paragraphs,adj-pos,num-num,noun-unit_like,They consumed a charming five paragraphs., good,0.9932382273630076
777,unitlike,1,charming,five,awards,adj-pos,num-num,noun-unit_like,They consumed a charming five awards., good,0.9723313719275204
778,unitlike,1,charming,five,meals,adj-pos,num-num,noun-unit_like,They consumed a charming five meals., good,0.9807346777569858
779,unitlike,1,charming,twenty,pages,adj-pos,num-num,noun-unit_like,They consumed a charming twenty pages., good,0.9967441894834166
780,unitlike,1,charming,twenty,acts,adj-pos,num-num,noun-unit_like,They consumed a charming twenty acts., good,0.8988130809346491
781,unitlike,1,charming,twenty,paragraphs,adj-pos,num-num,noun-unit_like,They consumed a charming twenty paragraphs., good,0.9978174398556664
782,unitlike,1,charming,twenty,awards,adj-pos,num-num,noun-unit_like,They consumed a charming twenty awards., good,0.9865844524731593
783,unitlike,1,charming,twenty,meals,adj-pos,num-num,noun-unit_like,They consumed a charming twenty meals., good,0.989424447573169
784,unitlike,1,disgusting,three,pages,adj-neg,num-num,noun-unit_like,They consumed a disgusting three pages., good,0.9173881718720619
785,unitlike,1,disgusting,three,acts,adj-neg,num-num,noun-unit_like,They consumed a disgusting three acts., bad,0.4161398885293305
786,unitlike,1,disgusting,three,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a disgusting three paragraphs., good,0.9761638066200632
787,unitlike,1,disgusting,three,awards,adj-neg,num-num,noun-unit_like,They consumed a disgusting three awards., good,0.6497610493919339
788,unitlike,1,disgusting,three,meals,adj-neg,num-num,noun-unit_like,They consumed a disgusting three meals., good,0.8781411106329968
789,unitlike,1,disgusting,five,pages,adj-neg,num-num,noun-unit_like,They consumed a disgusting five pages., good,0.9541192360180499
790,unitlike,1,disgusting,five,acts,adj-neg,num-num,noun-unit_like,They consumed a disgusting five acts., good,0.632624803537005
791,unitlike,1,disgusting,five,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a disgusting five paragraphs., good,0.9766658459145655
792,unitlike,1,disgusting,five,awards,adj-neg,num-num,noun-unit_like,They consumed a disgusting five awards., good,0.8633074880727866
793,unitlike,1,disgusting,five,meals,adj-neg,num-num,noun-unit_like,They consumed a disgusting five meals., good,0.8851410837615311
794,unitlike,1,disgusting,twenty,pages,adj-neg,num-num,noun-unit_like,They consumed a disgusting twenty pages., good,0.9683209971979468
795,unitlike,1,disgusting,twenty,acts,adj-neg,num-num,noun-unit_like,They consumed a disgusting twenty acts., bad,0.27417727179548534
796,unitlike,1,disgusting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a disgusting twenty paragraphs., good,0.985465677001931
797,unitlike,1,disgusting,twenty,awards,adj-neg,num-num,noun-unit_like,They consumed a disgusting twenty awards., good,0.7610016293944077
798,unitlike,1,disgusting,twenty,meals,adj-neg,num-num,noun-unit_like,They consumed a disgusting twenty meals., good,0.8682587062971937
799,unitlike,1,uninviting,three,pages,adj-neg,num-num,noun-unit_like,They consumed an uninviting three pages., good,0.9052241956158011
800,unitlike,1,uninviting,three,acts,adj-neg,num-num,noun-unit_like,They consumed an uninviting three acts., good,0.5504312428912987
801,unitlike,1,uninviting,three,paragraphs,adj-neg,num-num,noun-unit_like,They consumed an uninviting three paragraphs., good,0.9097524076473432
802,unitlike,1,uninviting,three,awards,adj-neg,num-num,noun-unit_like,They consumed an uninviting three awards., good,0.5191820690067376
803,unitlike,1,uninviting,three,meals,adj-neg,num-num,noun-unit_like,They consumed an uninviting three meals., good,0.799546793472469
804,unitlike,1,uninviting,five,pages,adj-neg,num-num,noun-unit_like,They consumed an uninviting five pages., good,0.9033116660379645
805,unitlike,1,uninviting,five,acts,adj-neg,num-num,noun-unit_like,They consumed an uninviting five acts., good,0.5751927367511708
806,unitlike,1,uninviting,five,paragraphs,adj-neg,num-num,noun-unit_like,They consumed an uninviting five paragraphs., good,0.8970511994613768
807,unitlike,1,uninviting,five,awards,adj-neg,num-num,noun-unit_like,They consumed an uninviting five awards., good,0.6456158768074631
808,unitlike,1,uninviting,five,meals,adj-neg,num-num,noun-unit_like,They consumed an uninviting five meals., good,0.770841155992936
809,unitlike,1,uninviting,twenty,pages,adj-neg,num-num,noun-unit_like,They consumed an uninviting twenty pages., good,0.9555026518045586
810,unitlike,1,uninviting,twenty,acts,adj-neg,num-num,noun-unit_like,They consumed an uninviting twenty acts., bad,0.26298644880912503
811,unitlike,1,uninviting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,They consumed an uninviting twenty paragraphs., good,0.935481457888967
812,unitlike,1,uninviting,twenty,awards,adj-neg,num-num,noun-unit_like,They consumed an uninviting twenty awards., good,0.633595335759313
813,unitlike,1,uninviting,twenty,meals,adj-neg,num-num,noun-unit_like,They consumed an uninviting twenty meals., good,0.7618598226462432
814,unitlike,1,haunting,three,pages,adj-neg,num-num,noun-unit_like,They consumed a haunting three pages., good,0.9970285062529559
815,unitlike,1,haunting,three,acts,adj-neg,num-num,noun-unit_like,They consumed a haunting three acts., good,0.9847216387527884
816,unitlike,1,haunting,three,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a haunting three paragraphs., good,0.9982483825755738
817,unitlike,1,haunting,three,awards,adj-neg,num-num,noun-unit_like,They consumed a haunting three awards., good,0.9802955119169556
818,unitlike,1,haunting,three,meals,adj-neg,num-num,noun-unit_like,They consumed a haunting three meals., good,0.9954893237954843
819,unitlike,1,haunting,five,pages,adj-neg,num-num,noun-unit_like,They consumed a haunting five pages., good,0.9982423042596777
820,unitlike,1,haunting,five,acts,adj-neg,num-num,noun-unit_like,They consumed a haunting five acts., good,0.9907294906089446
821,unitlike,1,haunting,five,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a haunting five paragraphs., good,0.9985561240932915
822,unitlike,1,haunting,five,awards,adj-neg,num-num,noun-unit_like,They consumed a haunting five awards., good,0.992906707303021
823,unitlike,1,haunting,five,meals,adj-neg,num-num,noun-unit_like,They consumed a haunting five meals., good,0.997062544190729
824,unitlike,1,haunting,twenty,pages,adj-neg,num-num,noun-unit_like,They consumed a haunting twenty pages., good,0.9989751463216169
825,unitlike,1,haunting,twenty,acts,adj-neg,num-num,noun-unit_like,They consumed a haunting twenty acts., good,0.9850877258491755
826,unitlike,1,haunting,twenty,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a haunting twenty paragraphs., good,0.9992438434305771
827,unitlike,1,haunting,twenty,awards,adj-neg,num-num,noun-unit_like,They consumed a haunting twenty awards., good,0.9965895740586903
828,unitlike,1,haunting,twenty,meals,adj-neg,num-num,noun-unit_like,They consumed a haunting twenty meals., good,0.9964611248312483
829,unitlike,1,hideous,three,pages,adj-neg,num-num,noun-unit_like,They consumed a hideous three pages., good,0.9583088524640364
830,unitlike,1,hideous,three,acts,adj-neg,num-num,noun-unit_like,They consumed a hideous three acts., good,0.9329885410901306
831,unitlike,1,hideous,three,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a hideous three paragraphs., good,0.9645519731320268
832,unitlike,1,hideous,three,awards,adj-neg,num-num,noun-unit_like,They consumed a hideous three awards., good,0.7915520742296912
833,unitlike,1,hideous,three,meals,adj-neg,num-num,noun-unit_like,They consumed a hideous three meals., good,0.7600430671535415
834,unitlike,1,hideous,five,pages,adj-neg,num-num,noun-unit_like,They consumed a hideous five pages., good,0.9774659700272185
835,unitlike,1,hideous,five,acts,adj-neg,num-num,noun-unit_like,They consumed a hideous five acts., good,0.9706204925048257
836,unitlike,1,hideous,five,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a hideous five paragraphs., good,0.9791999776978149
837,unitlike,1,hideous,five,awards,adj-neg,num-num,noun-unit_like,They consumed a hideous five awards., good,0.9267660300882484
838,unitlike,1,hideous,five,meals,adj-neg,num-num,noun-unit_like,They consumed a hideous five meals., good,0.8958517430894976
839,unitlike,1,hideous,twenty,pages,adj-neg,num-num,noun-unit_like,They consumed a hideous twenty pages., good,0.9909127162193291
840,unitlike,1,hideous,twenty,acts,adj-neg,num-num,noun-unit_like,They consumed a hideous twenty acts., good,0.8229458552162284
841,unitlike,1,hideous,twenty,paragraphs,adj-neg,num-num,noun-unit_like,They consumed a hideous twenty paragraphs., good,0.9900682374615509
842,unitlike,1,hideous,twenty,awards,adj-neg,num-num,noun-unit_like,They consumed a hideous twenty awards., good,0.9178281099107037
843,unitlike,1,hideous,twenty,meals,adj-neg,num-num,noun-unit_like,They consumed a hideous twenty meals., good,0.9276003697421391
844,unitlike,1,ugly,three,pages,adj-neg,num-num,noun-unit_like,They consumed an ugly three pages., good,0.6234480545519627
845,unitlike,1,ugly,three,acts,adj-neg,num-num,noun-unit_like,They consumed an ugly three acts., bad,0.1291805551482874
846,unitlike,1,ugly,three,paragraphs,adj-neg,num-num,noun-unit_like,They consumed an ugly three paragraphs., good,0.7208988952732158
847,unitlike,1,ugly,three,awards,adj-neg,num-num,noun-unit_like,They consumed an ugly three awards., bad,0.20276801518138243
848,unitlike,1,ugly,three,meals,adj-neg,num-num,noun-unit_like,They consumed an ugly three meals., bad,0.04405633453032953
849,unitlike,1,ugly,five,pages,adj-neg,num-num,noun-unit_like,They consumed an ugly five pages., good,0.7856259267533559
850,unitlike,1,ugly,five,acts,adj-neg,num-num,noun-unit_like,They consumed an ugly five acts., bad,0.15824765072217428
851,unitlike,1,ugly,five,paragraphs,adj-neg,num-num,noun-unit_like,They consumed an ugly five paragraphs., good,0.7738762050347767
852,unitlike,1,ugly,five,awards,adj-neg,num-num,noun-unit_like,They consumed an ugly five awards., bad,0.4947360939652651
853,unitlike,1,ugly,five,meals,adj-neg,num-num,noun-unit_like,They consumed an ugly five meals., bad,0.08532842722701961
854,unitlike,1,ugly,twenty,pages,adj-neg,num-num,noun-unit_like,They consumed an ugly twenty pages., good,0.9351991665728365
855,unitlike,1,ugly,twenty,acts,adj-neg,num-num,noun-unit_like,They consumed an ugly twenty acts., bad,0.10173188302337188
856,unitlike,1,ugly,twenty,paragraphs,adj-neg,num-num,noun-unit_like,They consumed an ugly twenty paragraphs., good,0.8306964114976492
857,unitlike,1,ugly,twenty,awards,adj-neg,num-num,noun-unit_like,They consumed an ugly twenty awards., bad,0.47357928629412116
858,unitlike,1,ugly,twenty,meals,adj-neg,num-num,noun-unit_like,They consumed an ugly twenty meals., bad,0.30015773146934843
859,unitlike,1,mere,three,pages,adj-quant,num-num,noun-unit_like,They consumed a mere three pages., good,0.9968215594710599
860,unitlike,1,mere,three,acts,adj-quant,num-num,noun-unit_like,They consumed a mere three acts., good,0.9812647442609379
861,unitlike,1,mere,three,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a mere three paragraphs., good,0.998240396620457
862,unitlike,1,mere,three,awards,adj-quant,num-num,noun-unit_like,They consumed a mere three awards., good,0.9920252930461293
863,unitlike,1,mere,three,meals,adj-quant,num-num,noun-unit_like,They consumed a mere three meals., good,0.9982944571939875
864,unitlike,1,mere,five,pages,adj-quant,num-num,noun-unit_like,They consumed a mere five pages., good,0.9963034702497843
865,unitlike,1,mere,five,acts,adj-quant,num-num,noun-unit_like,They consumed a mere five acts., good,0.9769190441899995
866,unitlike,1,mere,five,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a mere five paragraphs., good,0.9976728990075866
867,unitlike,1,mere,five,awards,adj-quant,num-num,noun-unit_like,They consumed a mere five awards., good,0.9905568155639398
868,unitlike,1,mere,five,meals,adj-quant,num-num,noun-unit_like,They consumed a mere five meals., good,0.9974353142405311
869,unitlike,1,mere,twenty,pages,adj-quant,num-num,noun-unit_like,They consumed a mere twenty pages., good,0.9971462267744942
870,unitlike,1,mere,twenty,acts,adj-quant,num-num,noun-unit_like,They consumed a mere twenty acts., good,0.8190361720394719
871,unitlike,1,mere,twenty,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a mere twenty paragraphs., good,0.9978440237626724
872,unitlike,1,mere,twenty,awards,adj-quant,num-num,noun-unit_like,They consumed a mere twenty awards., good,0.9851737937682129
873,unitlike,1,mere,twenty,meals,adj-quant,num-num,noun-unit_like,They consumed a mere twenty meals., good,0.996922231071498
874,unitlike,1,staggering,three,pages,adj-quant,num-num,noun-unit_like,They consumed a staggering three pages., good,0.9987560991867738
875,unitlike,1,staggering,three,acts,adj-quant,num-num,noun-unit_like,They consumed a staggering three acts., good,0.9968286500873951
876,unitlike,1,staggering,three,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a staggering three paragraphs., good,0.998779998607538
877,unitlike,1,staggering,three,awards,adj-quant,num-num,noun-unit_like,They consumed a staggering three awards., good,0.9983672967125679
878,unitlike,1,staggering,three,meals,adj-quant,num-num,noun-unit_like,They consumed a staggering three meals., good,0.9990409480445774
879,unitlike,1,staggering,five,pages,adj-quant,num-num,noun-unit_like,They consumed a staggering five pages., good,0.9989748472285028
880,unitlike,1,staggering,five,acts,adj-quant,num-num,noun-unit_like,They consumed a staggering five acts., good,0.9984334565122202
881,unitlike,1,staggering,five,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a staggering five paragraphs., good,0.9991902003048962
882,unitlike,1,staggering,five,awards,adj-quant,num-num,noun-unit_like,They consumed a staggering five awards., good,0.9992158885062106
883,unitlike,1,staggering,five,meals,adj-quant,num-num,noun-unit_like,They consumed a staggering five meals., good,0.999475525734736
884,unitlike,1,staggering,twenty,pages,adj-quant,num-num,noun-unit_like,They consumed a staggering twenty pages., good,0.9993210305041762
885,unitlike,1,staggering,twenty,acts,adj-quant,num-num,noun-unit_like,They consumed a staggering twenty acts., good,0.9871002729907306
886,unitlike,1,staggering,twenty,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a staggering twenty paragraphs., good,0.999619413081582
887,unitlike,1,staggering,twenty,awards,adj-quant,num-num,noun-unit_like,They consumed a staggering twenty awards., good,0.9993010031721848
888,unitlike,1,staggering,twenty,meals,adj-quant,num-num,noun-unit_like,They consumed a staggering twenty meals., good,0.9994300485840499
889,unitlike,1,whopping,three,pages,adj-quant,num-num,noun-unit_like,They consumed a whopping three pages., good,0.9972486299755214
890,unitlike,1,whopping,three,acts,adj-quant,num-num,noun-unit_like,They consumed a whopping three acts., good,0.992963629992473
891,unitlike,1,whopping,three,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a whopping three paragraphs., good,0.9968285312654271
892,unitlike,1,whopping,three,awards,adj-quant,num-num,noun-unit_like,They consumed a whopping three awards., good,0.9967993856214611
893,unitlike,1,whopping,three,meals,adj-quant,num-num,noun-unit_like,They consumed a whopping three meals., good,0.9982231708333279
894,unitlike,1,whopping,five,pages,adj-quant,num-num,noun-unit_like,They consumed a whopping five pages., good,0.9975822374076074
895,unitlike,1,whopping,five,acts,adj-quant,num-num,noun-unit_like,They consumed a whopping five acts., good,0.9952531679870193
896,unitlike,1,whopping,five,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a whopping five paragraphs., good,0.9980654555479452
897,unitlike,1,whopping,five,awards,adj-quant,num-num,noun-unit_like,They consumed a whopping five awards., good,0.9981792405971922
898,unitlike,1,whopping,five,meals,adj-quant,num-num,noun-unit_like,They consumed a whopping five meals., good,0.9987437000063955
899,unitlike,1,whopping,twenty,pages,adj-quant,num-num,noun-unit_like,They consumed a whopping twenty pages., good,0.9978568398542633
900,unitlike,1,whopping,twenty,acts,adj-quant,num-num,noun-unit_like,They consumed a whopping twenty acts., good,0.9681341399282973
901,unitlike,1,whopping,twenty,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a whopping twenty paragraphs., good,0.997867744992326
902,unitlike,1,whopping,twenty,awards,adj-quant,num-num,noun-unit_like,They consumed a whopping twenty awards., good,0.9977931232411758
903,unitlike,1,whopping,twenty,meals,adj-quant,num-num,noun-unit_like,They consumed a whopping twenty meals., good,0.9980405424484015
904,unitlike,1,hefty,three,pages,adj-quant,num-num,noun-unit_like,They consumed a hefty three pages., good,0.9980203347272938
905,unitlike,1,hefty,three,acts,adj-quant,num-num,noun-unit_like,They consumed a hefty three acts., good,0.9945164498503711
906,unitlike,1,hefty,three,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a hefty three paragraphs., good,0.9983960253445383
907,unitlike,1,hefty,three,awards,adj-quant,num-num,noun-unit_like,They consumed a hefty three awards., good,0.9904227646569305
908,unitlike,1,hefty,three,meals,adj-quant,num-num,noun-unit_like,They consumed a hefty three meals., good,0.9989079716973533
909,unitlike,1,hefty,five,pages,adj-quant,num-num,noun-unit_like,They consumed a hefty five pages., good,0.9983766530553676
910,unitlike,1,hefty,five,acts,adj-quant,num-num,noun-unit_like,They consumed a hefty five acts., good,0.9966128792793946
911,unitlike,1,hefty,five,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a hefty five paragraphs., good,0.9990700965284558
912,unitlike,1,hefty,five,awards,adj-quant,num-num,noun-unit_like,They consumed a hefty five awards., good,0.9979651405393545
913,unitlike,1,hefty,five,meals,adj-quant,num-num,noun-unit_like,They consumed a hefty five meals., good,0.9991783978999881
914,unitlike,1,hefty,twenty,pages,adj-quant,num-num,noun-unit_like,They consumed a hefty twenty pages., good,0.9990133541554052
915,unitlike,1,hefty,twenty,acts,adj-quant,num-num,noun-unit_like,They consumed a hefty twenty acts., good,0.929666402662528
916,unitlike,1,hefty,twenty,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a hefty twenty paragraphs., good,0.9993775371104552
917,unitlike,1,hefty,twenty,awards,adj-quant,num-num,noun-unit_like,They consumed a hefty twenty awards., good,0.9979355765593698
918,unitlike,1,hefty,twenty,meals,adj-quant,num-num,noun-unit_like,They consumed a hefty twenty meals., good,0.9989209053418289
919,unitlike,1,paltry,three,pages,adj-quant,num-num,noun-unit_like,They consumed a paltry three pages., good,0.9964120700582786
920,unitlike,1,paltry,three,acts,adj-quant,num-num,noun-unit_like,They consumed a paltry three acts., good,0.9731936665058283
921,unitlike,1,paltry,three,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a paltry three paragraphs., good,0.9972185274827162
922,unitlike,1,paltry,three,awards,adj-quant,num-num,noun-unit_like,They consumed a paltry three awards., good,0.9906520076948021
923,unitlike,1,paltry,three,meals,adj-quant,num-num,noun-unit_like,They consumed a paltry three meals., good,0.9960980687940881
924,unitlike,1,paltry,five,pages,adj-quant,num-num,noun-unit_like,They consumed a paltry five pages., good,0.9962796868768511
925,unitlike,1,paltry,five,acts,adj-quant,num-num,noun-unit_like,They consumed a paltry five acts., good,0.975803377835517
926,unitlike,1,paltry,five,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a paltry five paragraphs., good,0.9970015081832786
927,unitlike,1,paltry,five,awards,adj-quant,num-num,noun-unit_like,They consumed a paltry five awards., good,0.9911199605283035
928,unitlike,1,paltry,five,meals,adj-quant,num-num,noun-unit_like,They consumed a paltry five meals., good,0.9942974033850719
929,unitlike,1,paltry,twenty,pages,adj-quant,num-num,noun-unit_like,They consumed a paltry twenty pages., good,0.9962553086096895
930,unitlike,1,paltry,twenty,acts,adj-quant,num-num,noun-unit_like,They consumed a paltry twenty acts., good,0.8265778861870717
931,unitlike,1,paltry,twenty,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a paltry twenty paragraphs., good,0.9962018426160149
932,unitlike,1,paltry,twenty,awards,adj-quant,num-num,noun-unit_like,They consumed a paltry twenty awards., good,0.9647073064779593
933,unitlike,1,paltry,twenty,meals,adj-quant,num-num,noun-unit_like,They consumed a paltry twenty meals., good,0.9925263125369203
934,unitlike,1,meager,three,pages,adj-quant,num-num,noun-unit_like,They consumed a meager three pages., good,0.995589402779189
935,unitlike,1,meager,three,acts,adj-quant,num-num,noun-unit_like,They consumed a meager three acts., good,0.9803552951010194
936,unitlike,1,meager,three,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a meager three paragraphs., good,0.9968772294226427
937,unitlike,1,meager,three,awards,adj-quant,num-num,noun-unit_like,They consumed a meager three awards., good,0.9881687482447333
938,unitlike,1,meager,three,meals,adj-quant,num-num,noun-unit_like,They consumed a meager three meals., good,0.9974942616165791
939,unitlike,1,meager,five,pages,adj-quant,num-num,noun-unit_like,They consumed a meager five pages., good,0.9952740897223398
940,unitlike,1,meager,five,acts,adj-quant,num-num,noun-unit_like,They consumed a meager five acts., good,0.9736153122282766
941,unitlike,1,meager,five,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a meager five paragraphs., good,0.9960786987597691
942,unitlike,1,meager,five,awards,adj-quant,num-num,noun-unit_like,They consumed a meager five awards., good,0.9887929916860256
943,unitlike,1,meager,five,meals,adj-quant,num-num,noun-unit_like,They consumed a meager five meals., good,0.9959065022966874
944,unitlike,1,meager,twenty,pages,adj-quant,num-num,noun-unit_like,They consumed a meager twenty pages., good,0.996239452635254
945,unitlike,1,meager,twenty,acts,adj-quant,num-num,noun-unit_like,They consumed a meager twenty acts., good,0.8573169003764646
946,unitlike,1,meager,twenty,paragraphs,adj-quant,num-num,noun-unit_like,They consumed a meager twenty paragraphs., good,0.9962697332954776
947,unitlike,1,meager,twenty,awards,adj-quant,num-num,noun-unit_like,They consumed a meager twenty awards., good,0.9728176805771538
948,unitlike,1,meager,twenty,meals,adj-quant,num-num,noun-unit_like,They consumed a meager twenty meals., good,0.9924794638200993
949,unitlike,1,extra,three,pages,adj-quant,num-num,noun-unit_like,They consumed an extra three pages., good,0.9639853708052181
950,unitlike,1,extra,three,acts,adj-quant,num-num,noun-unit_like,They consumed an extra three acts., good,0.49960374737911895
951,unitlike,1,extra,three,paragraphs,adj-quant,num-num,noun-unit_like,They consumed an extra three paragraphs., good,0.9782556082172982
952,unitlike,1,extra,three,awards,adj-quant,num-num,noun-unit_like,They consumed an extra three awards., good,0.9205492557162219
